lx,ly,theta_deg,lr,err_x,err_y,err_y_minus_x,err_total
1.0,0.21000000000000002,109.0,1.0866639889459877,0.0,0.24999599329000532,0.22356449183857244,0.15785349504285925
1.0,0.21000000000000002,110.0,1.0898387312794406,0.0,0.24999599329000532,0.2233949067487072,0.15779696667957085
1.0,0.21000000000000002,111.0,1.0929842353890682,0.0,0.24999599329000532,0.22322644087836313,0.15774081138945614
1.0,0.21000000000000002,112.0,1.0960997989392587,0.0,0.24999599329000532,0.22305914947541203,0.15768504758847246
1.0,0.21000000000000002,113.0,1.099184731501259,0.0,0.24999599329000532,0.2228930870820135,0.1576296934573396
1.0,0.21000000000000002,114.0,1.1022383544822945,0.0,0.24999599329000532,0.2227283075206706,0.15757476693689199
1.0,0.21000000000000002,115.0,1.1052600010545455,0.0,0.24999599329000532,0.2225648638812211,0.15752028572374213
1.0,0.21000000000000002,116.0,1.1082490160841165,0.0,0.24999599329000532,0.22240280850873517,0.15746626726624682
1.0,0.21000000000000002,117.0,1.1112047560601106,0.0,0.24999599329000532,0.22224219299229095,0.15741272876076542
1.0,0.21000000000000002,118.0,1.1141265890239198,0.0,0.24999599329000532,0.22208306815459797,0.15735968714820112
1.0,0.21000000000000002,119.0,1.1170138944988381,0.0,0.24999599329000532,0.22192548404243925,0.15730715911081486
1.0,0.21000000000000002,120.0,1.1198660634200859,0.0,0.24999599329000532,0.22176948991790235,0.15725516106930257
1.0,0.21000000000000002,121.0,1.1226824980653358,0.0,0.24999599329000532,0.22161513425037,0.1572037091801251
1.0,0.21000000000000002,122.0,1.1254626119858209,0.0,0.24999599329000532,0.22146246470924058,0.15715281933308198
1.0,0.21000000000000002,123.0,1.1282058299380975,0.0,0.24999599329000532,0.22131152815734992,0.15710250714911841
1.0,0.21000000000000002,124.0,1.130911587816534,0.0,0.24999599329000532,0.22116237064506422,0.1570527879783565
1.0,0.21000000000000002,125.0,1.1335793325865815,0.0,0.24999599329000532,0.22101503740501635,0.15700367689834058
1.0,0.21000000000000002,126.0,1.1362085222188922,0.0,0.24999599329000532,0.22086957284745656,0.1569551887124873
1.0,0.21000000000000002,127.0,1.1387986256243288,0.0,0.24999599329000532,0.22072602055618926,0.15690733794873155
1.0,0.21000000000000002,128.0,1.1413491225899184,0.0,0.24999599329000532,0.22058442328506844,0.15686013885835792
1.0,0.21000000000000002,129.0,1.1438595037157893,0.0,0.24999599329000532,0.22044482295502404,0.1568136054150098
1.0,0.21000000000000002,130.0,1.1463292703531331,0.0,0.24999599329000532,0.2203072606515926,0.15676775131386597
1.0,0.21000000000000002,131.0,1.1487579345432235,0.0,0.24999599329000532,0.2201717766229255,0.15672258997097696
1.0,0.21000000000000002,132.0,1.151145018957525,0.0,0.24999599329000532,0.22003841027824847,0.15667813452275126
